Layers,Mixes_per_Layer,Run,Target_Index,Entropy
3,3,3,20,8.34352527592167
3,3,4,20,8.257418983482738
3,3,5,20,9.457418774148147
3,3,6,20,9.396072418195951
3,3,7,20,9.238509929973711
3,3,8,20,9.461451516984697
3,3,9,20,9.548056150364966
3,3,10,20,9.57758172767681
3,3,11,20,9.392673388043798
3,3,12,20,9.659632544455736
3,3,13,20,9.598011301007581
3,3,14,20,9.606068111903774
3,3,0,21,7.278670854143299
3,3,1,21,9.442313229265407
3,3,2,21,8.913845671924795
3,3,3,21,6.404289858053726
3,3,4,21,6.6192669860393725
3,3,5,21,9.204699689655504
3,3,6,21,9.05166318954694
3,3,7,21,8.506038743861993
3,3,8,21,9.100885461029758
3,3,9,21,9.475238569948518
3,3,10,21,9.349525311397679
3,3,11,21,8.832913958321834
3,3,12,21,9.483583758364327
3,3,13,21,9.487773876073069
3,3,14,21,9.391424649340983
3,3,0,22,4.358320023009058
3,3,1,22,8.909339626703792
3,3,2,22,7.757355781841183
3,3,3,22,3.440933500210197
3,3,4,22,3.2739217586956872
3,3,5,22,8.41781019529075
3,3,6,22,8.025434406098972
3,3,7,22,6.452955434772033
3,3,8,22,8.145619549592439
3,3,9,22,9.147499086086718
3,3,10,22,8.932119492307443
3,3,11,22,7.004863712621923
3,3,12,22,9.156310353472692
3,3,13,22,9.15811527639355
3,3,14,22,8.694260277700673
3,4,0,0,9.527020501948105
3,4,1,0,9.580830684247838
3,4,2,0,9.622019319330324
3,4,3,0,9.647701056255464
3,4,4,0,9.64518060016954
3,4,5,0,9.613332455694096
3,4,6,0,9.511504350095498
3,4,7,0,9.623229056393592
3,4,8,0,9.68719893584345
3,4,9,0,9.592658750485763
3,4,10,0,9.729241151529065
3,4,11,0,9.553141950909174
3,4,12,0,9.606543514417101
3,4,13,0,9.555268283359025
3,4,14,0,9.594628050265701
3,4,0,1,9.593779305583398
3,4,1,1,9.594202554433375
3,4,2,1,9.649923912440132
3,4,3,1,9.624388994480826
3,4,4,1,9.647664353693061
3,4,5,1,9.721645287110574
3,4,6,1,9.58038583189748
3,4,7,1,9.609541276585485
3,4,8,1,9.698807850381597
3,4,9,1,9.624743864090737
3,4,10,1,9.587784161445466
3,4,11,1,9.522044033155266
3,4,12,1,9.631712714044184
3,4,13,1,9.54064834676875
3,4,14,1,9.600186991744906
3,4,0,2,9.623475835739947
3,4,1,2,9.53584339286659
3,4,2,2,9.596726646141677
3,4,3,2,9.668486057082395
3,4,4,2,9.475671833067661
3,4,5,2,9.791405004364636
3,4,6,2,9.64735898292414
3,4,7,2,9.678133095518147
3,4,8,2,9.761731894946383
3,4,9,2,9.569274665539838
3,4,10,2,9.592856092062515
3,4,11,2,9.634832341376258
3,4,12,2,9.637959853408816
3,4,13,2,9.604165858086802
3,4,14,2,9.628920150627113
3,4,0,3,9.763148316792448
3,4,1,3,9.522637968349532
3,4,2,3,9.574435588116812
3,4,3,3,9.686362082816787
3,4,4,3,9.530059410251202
3,4,5,3,9.59965475659306
3,4,6,3,9.547157184458348
3,4,7,3,9.550786986126106
3,4,8,3,9.7395444731242
3,4,9,3,9.653674020492272
3,4,10,3,9.524907628596525
3,4,11,3,9.654898218779161
3,4,12,3,9.707445570617558
3,4,13,3,9.596992712472234
3,4,14,3,9.63656906937485
3,4,0,4,9.675431090882697
3,4,1,4,9.549017914348568
3,4,2,4,9.626061268915013
3,4,3,4,9.55288004675581
3,4,4,4,9.681501117577842
3,4,5,4,9.677789753821703
3,4,6,4,9.650643998301684
3,4,7,4,9.60841038217534
3,4,8,4,9.599091790858164
3,4,9,4,9.643714723824646
3,4,10,4,9.568348136470371
3,4,11,4,9.659625669915389
3,4,12,4,9.695370850239419
3,4,13,4,9.650439385142066
3,4,14,4,9.612622951478265
3,4,0,5,9.788798023040869
3,4,1,5,9.554460605126872
3,4,2,5,9.61687132104402
3,4,3,5,9.599219896614239
3,4,4,5,9.595767745086631
3,4,5,5,9.646481627793026
3,4,6,5,9.726774581108302
3,4,7,5,9.616323706294294
3,4,8,5,9.584732301194657
3,4,9,5,9.586499890696105
3,4,10,5,9.576667854432927
3,4,11,5,9.686113627576106
3,4,12,5,9.663557653787183
3,4,13,5,9.553202243400895
3,4,14,5,9.607734964680919
3,4,0,6,9.653335259504287
3,4,1,6,9.667266202090012
3,4,2,6,9.711633693980984
3,4,3,6,9.629823103399449
3,4,4,6,9.470578716504516
3,4,5,6,9.673173148950267
3,4,6,6,9.667088733648782
3,4,7,6,9.630561166106489
3,4,8,6,9.640642622945993
3,4,9,6,9.727428663881406
3,4,10,6,9.527719984185048
3,4,11,6,9.589489271130939
3,4,12,6,9.60186566777469
3,4,13,6,9.578265931735077
3,4,14,6,9.527790308309031
3,4,0,7,9.712405946466596
3,4,1,7,9.684031672374962
3,4,2,7,9.654721018438597
3,4,3,7,9.704676727457917
3,4,4,7,9.522882713523973
3,4,5,7,9.618481113425508
3,4,6,7,9.712411737375362
3,4,7,7,9.586597533986987
3,4,8,7,9.568382328249754
3,4,9,7,9.752617115597936
3,4,10,7,9.68484554414575
3,4,11,7,9.602336499550846
3,4,12,7,9.633901234486597
3,4,13,7,9.638641970424597
3,4,14,7,9.58698849044411
3,4,0,8,9.762302970882459
3,4,1,8,9.807447228933388
3,4,2,8,9.612718048047483
3,4,3,8,9.659970383836393
3,4,4,8,9.470092267981554
3,4,5,8,9.74811509154744
3,4,6,8,9.548030412564964
3,4,7,8,9.472193091228574
3,4,8,8,9.595698068979573
3,4,9,8,9.737298939003049
3,4,10,8,9.605323267928512
3,4,11,8,9.572404127683816
3,4,12,8,9.741209999328222
3,4,13,8,9.609699360210872
3,4,14,8,9.535155412087768
3,4,0,9,9.647494029471233
3,4,1,9,9.686120975981618
3,4,2,9,9.684059448500234
3,4,3,9,9.752013128681137
3,4,4,9,9.515777922667262
3,4,5,9,9.653136481272165
3,4,6,9,9.620719092610381
3,4,7,9,9.608659840290581
3,4,8,9,9.494603755131486
3,4,9,9,9.644875574348173
3,4,10,9,9.607401495872315
3,4,11,9,9.610808301021716
3,4,12,9,9.762544701346243
3,4,13,9,9.580552748695782
3,4,14,9,9.629210568034534
3,4,0,10,9.650753628148902
3,4,1,10,9.630760528227752
3,4,2,10,9.723137865620961
3,4,3,10,9.641809903808136
3,4,4,10,9.447501634270075
3,4,5,10,9.61947930279359
3,4,6,10,9.566074065961766
3,4,7,10,9.54502984905847
3,4,8,10,9.503372992635581
3,4,9,10,9.669330309849224
3,4,10,10,9.633826975820869
3,4,11,10,9.57604143636119
3,4,12,10,9.651392022072784
3,4,13,10,9.598154356640528
3,4,14,10,9.598160782281226
3,4,0,11,9.632077506410129
3,4,1,11,9.666837408772617
3,4,2,11,9.732267171819359
3,4,3,11,9.651782412389474
3,4,4,11,9.448686963967438
3,4,5,11,9.490193932546012
3,4,6,11,9.546960508752942
3,4,7,11,9.513081684242474
3,4,8,11,9.652114959575721
3,4,9,11,9.638353007935425
3,4,10,11,9.686094150872496
3,4,11,11,9.712914583006542
3,4,12,11,9.724860043393571
3,4,13,11,9.608783955273914
3,4,14,11,9.727466816414758
3,4,0,12,9.633130586103636
3,4,1,12,9.580520954163458
3,4,2,12,9.782947106154047
3,4,3,12,9.72131838273098
3,4,4,12,9.475322169398702
3,4,5,12,9.493539877930326
3,4,6,12,9.515557175166299
3,4,7,12,9.635224763627491
3,4,8,12,9.649224105052662
3,4,9,12,9.634782555782195
3,4,10,12,9.629246210914307
3,4,11,12,9.534428282309916
3,4,12,12,9.697779192606085
3,4,13,12,9.633081903092748
3,4,14,12,9.73481478801432
3,4,0,13,9.6011346585907
3,4,1,13,9.638723539694679
3,4,2,13,9.6448927636471
3,4,3,13,9.646075204620624
3,4,4,13,9.6049832060038
3,4,5,13,9.607685182780056
3,4,6,13,9.616922633632296
3,4,7,13,9.678416218781239
3,4,8,13,9.721247671534083
3,4,9,13,9.659653685526855
3,4,10,13,9.553041052724149
3,4,11,13,9.690216873114037
3,4,12,13,9.730249542512619
3,4,13,13,9.611075457180766
3,4,14,13,9.71166634317097
3,4,0,14,9.60413892231324
3,4,1,14,9.698788139784423
3,4,2,14,9.622202437088642
3,4,3,14,9.593574262043314
3,4,4,14,9.579146965434177
3,4,5,14,9.633209316836862
3,4,6,14,9.562840694886999
3,4,7,14,9.633578410075454
3,4,8,14,9.619741279163245
3,4,9,14,9.712350479384535
3,4,10,14,9.498773508610693
3,4,11,14,9.555611107814972
3,4,12,14,9.78450762819657
3,4,13,14,9.57396775239886
3,4,14,14,9.745529271735103
3,4,0,15,9.63676686552861
3,4,1,15,9.692791317025566
3,4,2,15,9.615147051066181
3,4,3,15,9.636863084080574
3,4,4,15,9.633985439078664
3,4,5,15,9.708185850489285
3,4,6,15,9.645579617479749
3,4,7,15,9.631290534784458
3,4,8,15,9.614183964898013
3,4,9,15,9.705596505605108
3,4,10,15,9.51652185303535
3,4,11,15,9.630816472602204
3,4,12,15,9.732600625155797
3,4,13,15,9.657908945720154
3,4,14,15,9.740604675138206
3,4,0,16,9.632325364235863
3,4,1,16,9.701824982666388
3,4,2,16,9.611199854968579
3,4,3,16,9.67808138339544
3,4,4,16,9.636515523918842
3,4,5,16,9.729033344186503
3,4,6,16,9.650569131196248
3,4,7,16,9.600244484962893
3,4,8,16,9.62136531834153
3,4,9,16,9.554157257212259
3,4,10,16,9.533442310636149
3,4,11,16,9.585404254182357
3,4,12,16,9.684716121291087
3,4,13,16,9.533717892764152
3,4,14,16,9.694350364710811
3,4,0,17,9.622348767862063
3,4,1,17,9.71661970121123
3,4,2,17,9.5649015683423
3,4,3,17,9.55996131148776
3,4,4,17,9.618422057883645
3,4,5,17,9.69434874717415
3,4,6,17,9.594422257834472
3,4,7,17,9.615327168380574
3,4,8,17,9.653642297147726
3,4,9,17,9.64582896527829
3,4,10,17,9.615004596629348
3,4,11,17,9.703105594920485
3,4,12,17,9.781613222636766
3,4,13,17,9.563919316502945
3,4,14,17,9.721231497926382
3,4,0,18,9.706322555615422
3,4,1,18,9.607348457566564
3,4,2,18,9.454745189294082
3,4,3,18,9.617467208630336
3,4,4,18,9.538991496828366
3,4,5,18,9.749385234489404
3,4,6,18,9.561387142669457
3,4,7,18,9.659482523650025
3,4,8,18,9.605505318475576
3,4,9,18,9.51156128512028
3,4,10,18,9.51514864581871
3,4,11,18,9.647329822713264
3,4,12,18,9.727837834371934
3,4,13,18,9.562543507907542
3,4,14,18,9.666997595468208
3,4,0,19,9.644546686461803
3,4,1,19,9.510369068532922
3,4,2,19,9.495903272346839
3,4,3,19,9.606460133011943
3,4,4,19,9.61934431738479
3,4,5,19,9.589899390612908
3,4,6,19,9.45188151110554
3,4,7,19,9.64995065243689
3,4,8,19,9.489429969747826
3,4,9,19,9.464373050257702
3,4,10,19,9.370818440446975
3,4,11,19,9.576055536948584
3,4,12,19,9.641752898085905
3,4,13,19,9.578603261331116
3,4,14,19,9.684619535859198
3,4,0,20,9.488090563023585
3,4,1,20,9.3011958184858
3,4,2,20,9.171685907957672
3,4,3,20,9.574330268467794
3,4,4,20,9.465493165362021
3,4,5,20,9.474385775109619
3,4,6,20,9.38465903727331
3,4,7,20,9.560032125402051
3,4,8,20,9.133957725533374
3,4,9,20,9.168523662733564
3,4,10,20,9.051891647340367
3,4,11,20,9.348221898018137
3,4,12,20,9.396365565405633
3,4,13,20,9.416270778196104
3,4,14,20,9.587953140131457
3,4,0,21,9.089879464007717
3,4,1,21,8.676227330259035
3,4,2,21,8.432269840383292
3,4,3,21,9.338707022927355
3,4,4,21,9.227873269898597
3,4,5,21,9.210193777534814
3,4,6,21,9.35025834698649
3,4,7,21,9.291858044351073
3,4,8,21,8.487045508293468
3,4,9,21,8.459594659427689
3,4,10,21,8.171617101598454
3,4,11,21,8.523034972484076
3,4,12,21,8.889706815566951
3,4,13,21,9.078674476194886
3,4,14,21,9.237127998291212
3,4,0,22,8.067532399833755
3,4,1,22,7.003025488327021
3,4,2,22,7.025639698947227
3,4,3,22,8.669224529919855
3,4,4,22,8.428561724151363
3,4,5,22,8.480179491355264
3,4,6,22,9.02666224172132
3,4,7,22,8.561637128978942
3,4,8,22,6.8229259833330085
3,4,9,22,7.124426198752321
3,4,10,22,5.696738355747959
3,4,11,22,6.661946165304476
3,4,12,22,7.232841377014763
3,4,13,22,8.155694703638884
3,4,14,22,8.384319797239584
3,5,0,0,9.685717658299968
3,5,1,0,9.694137185725664
3,5,2,0,9.54351716549521
3,5,3,0,9.635155021585726
3,5,4,0,9.63251527233079
3,5,5,0,9.602054059829273
3,5,6,0,9.832751422402563
3,5,7,0,9.657893219706343
3,5,8,0,9.595056177148592
3,5,9,0,9.700168663525105
3,5,10,0,9.627172868288271
3,5,11,0,9.697950260428563
3,5,12,0,9.512432245440403
3,5,13,0,9.668071274052439
3,5,14,0,9.693020615499123
3,5,0,1,9.680184094530587
3,5,1,1,9.730901130781149
3,5,2,1,9.675540911502033
3,5,3,1,9.577680833501303
3,5,4,1,9.571773588484911
3,5,5,1,9.646420555531082
3,5,6,1,9.675508179388364
3,5,7,1,9.705132085924191
3,5,8,1,9.625102750686377
3,5,9,1,9.641862205227564
3,5,10,1,9.605426885706299
3,5,11,1,9.567988828701491
3,5,12,1,9.594868756768314
3,5,13,1,9.674424144743567
3,5,14,1,9.631125782399037
3,5,0,2,9.684722215002628
3,5,1,2,9.735275278564352
3,5,2,2,9.63238722948089
3,5,3,2,9.570885225747162
3,5,4,2,9.610244864762517
3,5,5,2,9.601875264034183
3,5,6,2,9.717139515480696
3,5,7,2,9.701126132301235
3,5,8,2,9.484476480618554
3,5,9,2,9.673649438756946
3,5,10,2,9.742616230472468
3,5,11,2,9.56509521170403
3,5,12,2,9.703873610743008
3,5,13,2,9.789323109020753
3,5,14,2,9.810207730204517
3,5,0,3,9.668579386670567
3,5,1,3,9.628268463213676
3,5,2,3,9.733825719106564
3,5,3,3,9.612982202333148
3,5,4,3,9.76784809004608
3,5,5,3,9.664841451782978
3,5,6,3,9.582870503728607
3,5,7,3,9.718559871570601
3,5,8,3,9.534235682664404
3,5,9,3,9.835799623144794
3,5,10,3,9.794056020292931
3,5,11,3,9.612878604265298
3,5,12,3,9.5962322088013
3,5,13,3,9.772009434939116
3,5,14,3,9.667038610103377
3,5,0,4,9.683606320447067
3,5,1,4,9.612465501773132
3,5,2,4,9.756121232315163
3,5,3,4,9.46110866065904
3,5,4,4,9.685865242062597
3,5,5,4,9.575817787957968
3,5,6,4,9.514410546492643
3,5,7,4,9.566463452391254
3,5,8,4,9.631253469385648
3,5,9,4,9.697542682498078
3,5,10,4,9.720029909311133
3,5,11,4,9.69179965902144
3,5,12,4,9.5397447954518
3,5,13,4,9.79969650827549
3,5,14,4,9.758045535307001
3,5,0,5,9.554641463427767
3,5,1,5,9.564365931877097
3,5,2,5,9.696891128270208
3,5,3,5,9.53156896924398
3,5,4,5,9.650257489026016
3,5,5,5,9.561556565154707
3,5,6,5,9.482574554732535
3,5,7,5,9.653566684022499
3,5,8,5,9.509968202669304
3,5,9,5,9.749031827617381
3,5,10,5,9.785751927664874
3,5,11,5,9.71383644766397
3,5,12,5,9.720075021659943
3,5,13,5,9.79929080470196
3,5,14,5,9.725366530857496
3,5,0,6,9.686686392430229
3,5,1,6,9.539207444688607
3,5,2,6,9.757711095327119
3,5,3,6,9.577279917598771
3,5,4,6,9.757395147429168
3,5,5,6,9.59548881668447
3,5,6,6,9.499687192673115
3,5,7,6,9.733242761602723
3,5,8,6,9.523038487673976
3,5,9,6,9.709371952994905
3,5,10,6,9.79164714784411
3,5,11,6,9.65207698907122
3,5,12,6,9.705408733879466
3,5,13,6,9.760754096488752
3,5,14,6,9.749453187488943
3,5,0,7,9.676724028946428
3,5,1,7,9.632209296014736
3,5,2,7,9.706760994719442
3,5,3,7,9.556585886196832
3,5,4,7,9.680441987041883
3,5,5,7,9.747674484355752
3,5,6,7,9.488113519635029
3,5,7,7,9.695861020988916
3,5,8,7,9.661485177125323
3,5,9,7,9.608705497846382
3,5,10,7,9.745362181936462
3,5,11,7,9.650786091386976
3,5,12,7,9.621486613386807
3,5,13,7,9.673592518584774
3,5,14,7,9.677767250319437
3,5,0,8,9.631580905277813
3,5,1,8,9.617633384645554
3,5,2,8,9.621745578239157
3,5,3,8,9.604420602416857
3,5,4,8,9.66908616089928
3,5,5,8,9.593420784699168
3,5,6,8,9.654755265439444
3,5,7,8,9.646123238401922
3,5,8,8,9.61953563034166
3,5,9,8,9.571569331645088
3,5,10,8,9.547920200801473
3,5,11,8,9.647418104671203
3,5,12,8,9.611444276074106
3,5,13,8,9.687591123927394
3,5,14,8,9.650138996305815
3,5,0,9,9.686883427777847
3,5,1,9,9.759216422654234
3,5,2,9,9.699370022955934
3,5,3,9,9.562286698393553
3,5,4,9,9.65319917545652
3,5,5,9,9.760390142077526
3,5,6,9,9.639737414562758
3,5,7,9,9.650749186945701
3,5,8,9,9.711956280184838
3,5,9,9,9.658611137821476
3,5,10,9,9.6763067704636
3,5,11,9,9.569079898104782
3,5,12,9,9.69066160510249
3,5,13,9,9.583194105648246
3,5,14,9,9.64064100356132
3,5,0,10,9.75506812143678
3,5,1,10,9.67951281501873
3,5,2,10,9.53405331705292
3,5,3,10,9.61346152028149
3,5,4,10,9.746972281273969
3,5,5,10,9.660607580567154
3,5,6,10,9.768963260351244
3,5,7,10,9.609211633719811
3,5,8,10,9.640845043166863
3,5,9,10,9.6586194687366
3,5,10,10,9.467431678460882
3,5,11,10,9.562880286400723
3,5,12,10,9.668659695524356
3,5,13,10,9.607708034909638
3,5,14,10,9.630838866691574
3,5,0,11,9.658244926868475
3,5,1,11,9.814511384078031
3,5,2,11,9.556805938677662
3,5,3,11,9.609377423889395
3,5,4,11,9.610200001161724
3,5,5,11,9.837781928027258
3,5,6,11,9.684996418600054
3,5,7,11,9.55214953274912
3,5,8,11,9.685113588195383
3,5,9,11,9.732652523198432
3,5,10,11,9.529151986949161
3,5,11,11,9.635457944124028
3,5,12,11,9.586569789866088
3,5,13,11,9.707080776780176
3,5,14,11,9.65080272980297
3,5,0,12,9.714091953658004
