Layers,Mixes_per_Layer,Run,Target_Index,Entropy
3,5,5,1,9.927926831388083
3,5,6,1,9.947897046343197
3,5,7,1,9.980100331526769
3,5,8,1,9.87808492291641
3,5,9,1,10.043360798352378
3,5,10,1,9.84526123994233
3,5,11,1,9.981972860845117
3,5,12,1,9.880213475385618
3,5,13,1,9.949246608623895
3,5,14,1,9.869728480609885
3,5,0,2,9.841364887345788
3,5,1,2,10.012713959408694
3,5,2,2,9.997995626221224
3,5,3,2,9.987056500863671
3,5,4,2,9.910088886379267
3,5,5,2,10.01749543942844
3,5,6,2,9.931269900959595
3,5,7,2,10.041717719999172
3,5,8,2,9.826460554412947
3,5,9,2,10.087892490531063
3,5,10,2,9.894919157119027
3,5,11,2,9.957391705543515
3,5,12,2,9.956788298450025
3,5,13,2,9.921366761567045
3,5,14,2,9.852223855991062
3,5,0,3,9.949798343226323
3,5,1,3,9.993649637901283
3,5,2,3,9.890598991001117
3,5,3,3,9.98322938802523
3,5,4,3,10.004778304666576
3,5,5,3,9.909994181061725
3,5,6,3,10.074406567651543
3,5,7,3,10.004195943603206
3,5,8,3,10.058402652233163
3,5,9,3,10.026150012369015
3,5,10,3,9.952773358798142
3,5,11,3,10.035702406564807
3,5,12,3,9.821433167796553
3,5,13,3,9.993498192074417
3,5,14,3,9.848001768302712
3,5,0,4,9.968822485038597
3,5,1,4,9.978120753557759
3,5,2,4,9.943116627111818
3,5,3,4,10.018802935675373
3,5,4,4,9.971098333221773
3,5,5,4,9.990462237107144
3,5,6,4,9.932814044470154
3,5,7,4,9.960655883597795
3,5,8,4,9.896630876081403
3,5,9,4,10.005981158042344
3,5,10,4,9.931127401402543
3,5,11,4,9.916197173018855
3,5,12,4,9.875898433772697
3,5,13,4,9.979937828381352
3,5,14,4,9.936273289500493
3,5,0,5,10.036948172108165
3,5,1,5,10.032701937595288
3,5,2,5,10.082926706118085
3,5,3,5,9.965582705174477
3,5,4,5,10.053969907572487
3,5,5,5,10.018473050469723
3,5,6,5,9.96058556187338
3,5,7,5,9.954051974914554
3,5,8,5,9.97707766709679
3,5,9,5,10.076569725783518
3,5,10,5,9.997229870850528
3,5,11,5,10.04426163279262
3,5,12,5,9.920711775558223
3,5,13,5,9.967657902733846
3,5,14,5,9.9243818142199
3,5,0,6,9.959266838197854
3,5,1,6,9.869215499964454
3,5,2,6,9.948740109719724
3,5,3,6,9.965475376327072
3,5,4,6,10.009746160789685
3,5,5,6,10.079025000735387
3,5,6,6,10.073336588407377
3,5,7,6,9.972648148411634
3,5,8,6,10.040629063602195
3,5,9,6,9.94817271432778
3,5,10,6,9.820760469767277
3,5,11,6,9.920647399088455
3,5,12,6,9.95349925157436
3,5,13,6,9.888318249790355
3,5,14,6,9.93973005872107
3,5,0,7,10.008203530038708
3,5,1,7,9.808056790172852
3,5,2,7,10.007948415518205
3,5,3,7,9.958328647335485
3,5,4,7,10.063961050299776
3,5,5,7,9.943060300661442
3,5,6,7,9.924148309641012
3,5,7,7,9.918204570961514
3,5,8,7,9.984705983705982
3,5,9,7,9.986510397903812
3,5,10,7,9.912816277060411
3,5,11,7,9.95021886878252
3,5,12,7,9.98791772560919
3,5,13,7,9.976975457622336
3,5,14,7,9.967442303660116
3,5,0,8,10.07110627034676
3,5,1,8,9.88000302628705
3,5,2,8,9.97390150483432
3,5,3,8,9.944793789769445
3,5,4,8,10.020151924492989
3,5,5,8,10.100362119132546
3,5,6,8,9.972203924315535
3,5,7,8,10.038862645955982
3,5,8,8,10.023036074038975
3,5,9,8,9.99412285497702
3,5,10,8,9.86555754537039
3,5,11,8,9.963272450502425
3,5,12,8,10.022580388993712
3,5,13,8,10.042335682941635
3,5,14,8,9.867211389665892
3,5,0,9,9.924236380358956
3,5,1,9,9.843265206166787
3,5,2,9,9.96882704496908
3,5,3,9,9.945235606921266
3,5,4,9,10.018280417386315
3,5,5,9,10.075012309704105
3,5,6,9,9.91547203503266
3,5,7,9,10.034276188246103
3,5,8,9,10.102560742045036
3,5,9,9,9.89173651355373
3,5,10,9,9.861558782561376
3,5,11,9,9.954770778329785
3,5,12,9,10.088276978088176
3,5,13,9,9.929111856528802
3,5,14,9,9.955167006651171
3,5,0,10,10.031529889307405
3,5,1,10,9.872431184271164
3,5,2,10,9.976872827095335
3,5,3,10,10.051286156249791
3,5,4,10,10.01543795361644
3,5,5,10,10.113644667259843
3,5,6,10,10.025457450004714
3,5,7,10,9.905844195670191
3,5,8,10,10.072355586677178
3,5,9,10,9.935279106484016
3,5,10,10,9.97197050867991
3,5,11,10,10.039467569496141
3,5,12,10,10.033955873878735
3,5,13,10,9.944377530634288
3,5,14,10,9.944506084106088
3,5,0,11,9.952357618322772
3,5,1,11,9.86478675629356
3,5,2,11,9.865068084208264
3,5,3,11,9.966237268403228
3,5,4,11,10.070455288886127
3,5,5,11,10.086127720824729
